person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,monthly_income,loan_risk_tier
26,41400,RENT,5.0,MEDICAL,B,7300,9.45,0,0.18,0,2,26-35,3450.0,Aşağı Risk
23,21000,RENT,6.0,EDUCATION,A,7500,6.91,1,0.36,0,2,18-25,1750.0,Orta Risk
23,46800,OWN,7.0,VENTURE,C,9000,10.99,0,0.19,0,4,18-25,3900.0,Aşağı Risk
23,38800,RENT,2.0,EDUCATION,A,14575,10.99,1,0.38,0,2,18-25,3233.33,Orta Risk
23,30000,MORTGAGE,3.0,EDUCATION,B,4500,10.62,0,0.15,0,4,18-25,2500.0,Aşağı Risk
23,69996,OWN,2.0,VENTURE,B,10000,10.99,0,0.14,0,3,18-25,5833.0,Aşağı Risk
24,23000,RENT,1.0,MEDICAL,C,5000,10.99,0,0.22,0,4,18-25,1916.67,Orta Risk
24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,5.99,0,0.16,0,4,18-25,6250.0,Aşağı Risk
26,38400,RENT,7.0,VENTURE,C,3200,13.49,0,0.08,0,2,26-35,3200.0,Aşağı Risk
24,72400,MORTGAGE,4.0,EDUCATION,E,25000,17.99,0,0.35,1,2,18-25,6033.33,Orta Risk
24,74900,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3500,6.39,0,0.05,0,3,18-25,6241.67,Aşağı Risk
23,72000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,12000,13.61,1,0.17,0,4,18-25,6000.0,Aşağı Risk
25,60000,OWN,8.0,VENTURE,B,14000,11.12,0,0.23,0,2,18-25,5000.0,Orta Risk
25,18000,RENT,3.0,EDUCATION,C,8500,10.28,1,0.47,1,4,18-25,1500.0,Yüksək Risk
24,35000,RENT,8.0,PERSONAL,A,5000,7.88,0,0.14,0,3,18-25,2916.67,Aşağı Risk
24,70000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,9000,11.83,0,0.13,0,3,18-25,5833.33,Aşağı Risk
26,16428,RENT,0.0,MEDICAL,C,2400,12.23,0,0.15,0,3,26-35,1369.0,Aşağı Risk
21,32400,RENT,2.0,VENTURE,C,10000,13.23,1,0.31,1,3,18-25,2700.0,Orta Risk
23,82500,MORTGAGE,0.0,PERSONAL,A,5000,8.49,0,0.06,0,2,18-25,6875.0,Aşağı Risk
24,88000,MORTGAGE,8.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.34,0,3,18-25,7333.33,Orta Risk
26,150000,MORTGAGE,3.0,VENTURE,B,25000,9.99,0,0.17,0,4,26-35,12500.0,Aşağı Risk
23,21000,RENT,2.0,VENTURE,C,3000,12.68,0,0.14,0,3,18-25,1750.0,Aşağı Risk
25,67000,RENT,9.0,PERSONAL,C,5000,13.92,1,0.07,1,4,18-25,5583.33,Aşağı Risk
22,28000,RENT,6.0,PERSONAL,B,1000,10.25,1,0.04,0,3,18-25,2333.33,Aşağı Risk
26,33600,RENT,4.0,PERSONAL,D,3300,15.65,0,0.1,1,2,26-35,2800.0,Aşağı Risk
25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,10.99,0,0.1,0,3,18-25,10000.0,Aşağı Risk
22,72204,RENT,2.0,EDUCATION,C,6700,13.47,0,0.09,1,4,18-25,6017.0,Aşağı Risk
23,36000,RENT,7.0,PERSONAL,C,1200,13.99,0,0.03,0,3,18-25,3000.0,Aşağı Risk
21,60000,MORTGAGE,5.0,EDUCATION,A,6000,6.91,0,0.1,0,2,18-25,5000.0,Aşağı Risk
24,54996,RENT,0.0,DEBTCONSOLIDATION,C,12500,12.87,0,0.23,0,2,18-25,4583.0,Orta Risk
25,16000,RENT,0.0,PERSONAL,A,3200,9.32,1,0.2,0,4,18-25,1333.33,Orta Risk
21,90000,RENT,3.0,EDUCATION,B,4800,9.62,0,0.05,0,2,18-25,7500.0,Aşağı Risk
24,72000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.11,0,2,18-25,6000.0,Aşağı Risk
22,34992,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.99,0,0.14,0,2,18-25,2916.0,Aşağı Risk
24,112500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8600,13.11,0,0.08,0,4,18-25,9375.0,Aşağı Risk
26,40000,RENT,10.0,PERSONAL,D,6925,15.99,0,0.17,0,4,26-35,3333.33,Aşağı Risk
25,42000,RENT,2.0,VENTURE,D,10000,14.91,1,0.24,0,2,18-25,3500.0,Orta Risk
22,36000,MORTGAGE,0.0,PERSONAL,B,12375,10.99,0,0.34,0,3,18-25,3000.0,Orta Risk
23,89000,RENT,7.0,EDUCATION,C,7000,10.99,0,0.08,1,3,18-25,7416.67,Aşağı Risk
21,46000,RENT,2.0,PERSONAL,D,5200,17.27,1,0.11,1,3,18-25,3833.33,Aşağı Risk
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.1,0,3,18-25,2500.0,Aşağı Risk
23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,0,3,18-25,2166.67,Orta Risk
21,50000,MORTGAGE,5.0,PERSONAL,C,9000,13.49,0,0.18,0,2,18-25,4166.67,Aşağı Risk
22,44094,RENT,1.0,PERSONAL,A,3600,7.37,0,0.08,0,2,18-25,3674.5,Aşağı Risk
23,30000,RENT,1.0,MEDICAL,A,8400,10.99,1,0.28,0,2,18-25,2500.0,Orta Risk
24,46000,MORTGAGE,8.0,PERSONAL,A,2000,7.66,0,0.04,0,2,18-25,3833.33,Aşağı Risk
22,75000,MORTGAGE,6.0,VENTURE,D,25000,14.96,0,0.33,1,3,18-25,6250.0,Orta Risk
22,30000,RENT,4.0,EDUCATION,B,10000,11.86,1,0.33,0,4,18-25,2500.0,Orta Risk
25,26729,RENT,5.0,VENTURE,B,7300,11.14,0,0.27,0,4,18-25,2227.42,Orta Risk
22,115000,MORTGAGE,6.0,EDUCATION,A,12000,5.99,0,0.1,0,3,18-25,9583.33,Aşağı Risk
25,67000,MORTGAGE,9.0,PERSONAL,C,25000,10.91,1,0.37,0,3,18-25,5583.33,Orta Risk
25,96000,MORTGAGE,6.0,VENTURE,C,21000,14.65,0,0.22,0,4,18-25,8000.0,Orta Risk
21,30000,RENT,2.0,VENTURE,B,7000,10.99,0,0.23,0,3,18-25,2500.0,Orta Risk
26,175000,RENT,2.0,EDUCATION,B,17000,9.88,0,0.1,0,2,26-35,14583.33,Aşağı Risk
25,60000,RENT,1.0,EDUCATION,A,10000,10.99,0,0.17,0,4,18-25,5000.0,Aşağı Risk
24,48996,RENT,5.0,VENTURE,C,5000,13.79,0,0.1,0,4,18-25,4083.0,Aşağı Risk
22,52320,MORTGAGE,6.0,EDUCATION,D,15000,12.86,0,0.29,0,2,18-25,4360.0,Orta Risk
26,35000,RENT,10.0,EDUCATION,B,12875,10.99,1,0.37,0,3,26-35,2916.67,Orta Risk
25,36000,RENT,1.0,DEBTCONSOLIDATION,D,15000,15.05,1,0.42,1,2,18-25,3000.0,Yüksək Risk
22,66614,MORTGAGE,6.0,MEDICAL,E,11000,17.99,1,0.14,1,2,18-25,5551.17,Aşağı Risk
22,16800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4750,13.85,1,0.28,1,4,18-25,1400.0,Orta Risk
21,61464,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4000,10.99,1,0.07,1,2,18-25,5122.0,Aşağı Risk
24,52728,RENT,4.0,EDUCATION,A,5000,7.74,0,0.09,0,4,18-25,4394.0,Aşağı Risk
23,55000,OWN,6.0,VENTURE,C,18500,13.16,0,0.34,0,3,18-25,4583.33,Orta Risk
25,48000,RENT,0.0,HOMEIMPROVEMENT,F,3200,10.99,1,0.07,1,4,18-25,4000.0,Aşağı Risk
25,74000,OWN,1.0,MEDICAL,A,16000,8.49,0,0.22,0,3,18-25,6166.67,Orta Risk
24,82726,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,10.99,0,0.24,0,4,18-25,6893.83,Orta Risk
25,5000,RENT,0.0,EDUCATION,B,1000,9.64,1,0.2,0,4,18-25,416.67,Orta Risk
22,80000,MORTGAGE,5.0,VENTURE,B,9500,11.71,0,0.12,0,3,18-25,6666.67,Aşağı Risk
24,156000,MORTGAGE,8.0,PERSONAL,B,15000,10.25,0,0.1,0,2,18-25,13000.0,Aşağı Risk
25,43200,RENT,3.0,VENTURE,C,3000,13.8,0,0.07,0,2,18-25,3600.0,Aşağı Risk
25,80000,RENT,0.0,MEDICAL,B,11200,10.99,0,0.14,0,2,18-25,6666.67,Aşağı Risk
23,81000,RENT,7.0,EDUCATION,C,18000,13.98,0,0.22,0,4,18-25,6750.0,Orta Risk
25,76000,RENT,1.0,EDUCATION,A,5000,7.9,0,0.07,0,3,18-25,6333.33,Aşağı Risk
23,135000,MORTGAGE,1.0,EDUCATION,D,12500,15.99,0,0.09,0,4,18-25,11250.0,Aşağı Risk
22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0,0.03,1,3,18-25,4583.33,Aşağı Risk
22,27500,RENT,1.0,EDUCATION,B,4250,10.99,0,0.15,0,4,18-25,2291.67,Aşağı Risk
25,42000,MORTGAGE,9.0,MEDICAL,A,9100,10.99,0,0.22,0,3,18-25,3500.0,Orta Risk
24,43300,MORTGAGE,2.0,EDUCATION,B,24000,10.62,0,0.55,0,2,18-25,3608.33,Yüksək Risk
25,24996,RENT,8.0,DEBTCONSOLIDATION,C,2500,12.98,0,0.1,0,4,18-25,2083.0,Aşağı Risk
25,72000,MORTGAGE,9.0,VENTURE,A,3200,6.39,0,0.04,0,4,18-25,6000.0,Aşağı Risk
23,138000,MORTGAGE,7.0,VENTURE,B,2700,11.86,0,0.02,0,4,18-25,11500.0,Aşağı Risk
26,159960,MORTGAGE,11.0,HOMEIMPROVEMENT,A,18325,7.49,0,0.11,0,2,26-35,13330.0,Aşağı Risk
24,64000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,4000,20.89,1,0.06,1,2,18-25,5333.33,Aşağı Risk
24,51000,RENT,7.0,PERSONAL,D,9600,15.31,0,0.19,1,4,18-25,4250.0,Aşağı Risk
22,30000,RENT,6.0,EDUCATION,B,7000,9.62,1,0.23,0,4,18-25,2500.0,Orta Risk
24,23500,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000,10.38,0,0.3,0,4,18-25,1958.33,Orta Risk
26,220836,MORTGAGE,10.0,PERSONAL,B,9000,11.26,0,0.04,0,2,26-35,18403.0,Aşağı Risk
21,19200,OWN,0.0,MEDICAL,B,2400,9.91,0,0.13,0,4,18-25,1600.0,Aşağı Risk
25,65000,RENT,4.0,HOMEIMPROVEMENT,C,15000,13.49,0,0.23,1,3,18-25,5416.67,Orta Risk
23,65000,MORTGAGE,7.0,EDUCATION,A,5500,7.88,0,0.08,0,2,18-25,5416.67,Aşağı Risk
26,145000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.07,0,3,26-35,12083.33,Aşağı Risk
22,78700,MORTGAGE,6.0,PERSONAL,A,7000,7.68,1,0.09,0,3,18-25,6558.33,Aşağı Risk
23,21000,OWN,2.0,VENTURE,C,6000,15.27,0,0.29,0,2,18-25,1750.0,Orta Risk
26,24000,RENT,5.0,MEDICAL,A,6000,6.62,0,0.25,0,2,26-35,2000.0,Orta Risk
24,46704,RENT,2.0,PERSONAL,B,9000,11.49,0,0.19,0,3,18-25,3892.0,Aşağı Risk
24,65000,MORTGAGE,3.0,EDUCATION,B,12000,9.91,0,0.18,0,4,18-25,5416.67,Aşağı Risk
22,66000,RENT,6.0,PERSONAL,C,16800,13.49,0,0.25,1,2,18-25,5500.0,Orta Risk
21,60000,MORTGAGE,2.0,VENTURE,B,6000,10.62,0,0.1,0,2,18-25,5000.0,Aşağı Risk
25,30720,MORTGAGE,3.0,MEDICAL,B,2000,11.12,0,0.07,0,4,18-25,2560.0,Aşağı Risk
25,150000,RENT,2.0,HOMEIMPROVEMENT,A,8750,7.74,0,0.06,0,2,18-25,12500.0,Aşağı Risk
23,122000,RENT,7.0,MEDICAL,C,14000,13.48,0,0.11,0,4,18-25,10166.67,Aşağı Risk
22,27996,RENT,0.0,EDUCATION,D,2200,15.95,1,0.08,0,3,18-25,2333.0,Aşağı Risk
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.42,0,0.2,0,4,18-25,2500.0,Orta Risk
23,30000,RENT,3.0,PERSONAL,D,3000,15.2,0,0.1,1,4,18-25,2500.0,Aşağı Risk
21,40000,OWN,1.0,PERSONAL,C,15000,13.16,0,0.38,1,4,18-25,3333.33,Orta Risk
22,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14500,10.99,0,0.11,0,2,18-25,10833.33,Aşağı Risk
22,41500,RENT,6.0,PERSONAL,D,2500,15.62,0,0.06,0,2,18-25,3458.33,Aşağı Risk
26,42000,RENT,3.0,DEBTCONSOLIDATION,A,4500,7.66,0,0.11,0,2,26-35,3500.0,Aşağı Risk
24,65000,MORTGAGE,7.0,VENTURE,A,1525,5.42,0,0.02,0,3,18-25,5416.67,Aşağı Risk
21,45000,MORTGAGE,5.0,VENTURE,A,18000,7.88,0,0.4,0,2,18-25,3750.0,Orta Risk
23,21000,OWN,7.0,EDUCATION,B,7500,12.69,0,0.36,0,2,18-25,1750.0,Orta Risk
24,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,0,3,18-25,3250.0,Yüksək Risk
25,95000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,18000,10.99,0,0.19,0,3,18-25,7916.67,Aşağı Risk
26,51000,MORTGAGE,2.0,VENTURE,A,12000,6.17,0,0.24,0,4,26-35,4250.0,Orta Risk
26,200000,MORTGAGE,4.0,MEDICAL,C,15000,14.79,0,0.07,0,4,26-35,16666.67,Aşağı Risk
21,65496,MORTGAGE,3.0,DEBTCONSOLIDATION,B,13250,10.37,0,0.2,0,4,18-25,5458.0,Orta Risk
24,34000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,0,0.29,0,4,18-25,2833.33,Orta Risk
22,43000,RENT,6.0,EDUCATION,B,13500,10.95,1,0.31,0,4,18-25,3583.33,Orta Risk
23,44000,RENT,2.0,PERSONAL,C,6000,14.22,0,0.14,1,3,18-25,3666.67,Aşağı Risk
22,39000,RENT,4.0,EDUCATION,A,5000,6.99,0,0.13,0,2,18-25,3250.0,Aşağı Risk
22,50004,RENT,5.0,EDUCATION,D,5300,14.42,0,0.11,0,2,18-25,4167.0,Aşağı Risk
25,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.13,0,4,18-25,12500.0,Aşağı Risk
21,21600,MORTGAGE,6.0,MEDICAL,A,7575,10.99,0,0.35,0,2,18-25,1800.0,Orta Risk
25,80000,MORTGAGE,5.0,PERSONAL,A,18000,5.79,0,0.23,0,3,18-25,6666.67,Orta Risk
21,25000,OWN,0.0,EDUCATION,B,8800,9.33,0,0.35,0,3,18-25,2083.33,Orta Risk
22,120000,MORTGAGE,3.0,VENTURE,C,5000,14.79,0,0.04,1,3,18-25,10000.0,Aşağı Risk
22,50500,OWN,6.0,EDUCATION,B,6000,11.83,0,0.12,0,2,18-25,4208.33,Aşağı Risk
22,49536,MORTGAGE,6.0,EDUCATION,A,5200,6.62,0,0.1,0,3,18-25,4128.0,Aşağı Risk
25,30000,RENT,4.0,EDUCATION,C,2000,14.22,0,0.07,0,2,18-25,2500.0,Aşağı Risk
24,39000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.14,0,4,18-25,3250.0,Aşağı Risk
24,40000,MORTGAGE,2.0,VENTURE,B,2500,9.99,0,0.06,0,3,18-25,3333.33,Aşağı Risk
22,60000,MORTGAGE,5.0,VENTURE,A,5600,7.49,0,0.09,0,4,18-25,5000.0,Aşağı Risk
25,78000,MORTGAGE,9.0,EDUCATION,B,14200,11.48,0,0.18,0,3,18-25,6500.0,Aşağı Risk
26,71004,RENT,0.0,DEBTCONSOLIDATION,D,20000,13.36,1,0.28,0,2,26-35,5917.0,Orta Risk
24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.83,0,0.19,0,3,18-25,10833.33,Aşağı Risk
24,87000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.29,0,4,18-25,7250.0,Orta Risk
25,90000,RENT,9.0,EDUCATION,B,10000,12.42,0,0.11,0,4,18-25,7500.0,Aşağı Risk
23,30996,OWN,2.0,VENTURE,B,5000,11.86,0,0.16,0,4,18-25,2583.0,Aşağı Risk
25,87000,MORTGAGE,4.0,VENTURE,B,13000,11.26,0,0.15,0,4,18-25,7250.0,Aşağı Risk
25,32000,RENT,9.0,MEDICAL,E,15000,16.45,1,0.47,1,2,18-25,2666.67,Yüksək Risk
24,31000,RENT,2.0,EDUCATION,C,10000,14.65,1,0.32,1,3,18-25,2583.33,Orta Risk
25,60000,MORTGAGE,2.0,EDUCATION,B,12500,11.49,0,0.21,0,4,18-25,5000.0,Orta Risk
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5500,8.59,0,0.1,0,4,18-25,4583.33,Aşağı Risk
26,165000,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,1,2,26-35,13750.0,Aşağı Risk
25,84000,RENT,0.0,PERSONAL,B,4500,12.18,0,0.05,0,2,18-25,7000.0,Aşağı Risk
25,84000,MORTGAGE,8.0,MEDICAL,B,8500,11.83,0,0.1,0,4,18-25,7000.0,Aşağı Risk
24,33996,RENT,2.0,EDUCATION,D,5000,14.96,1,0.15,1,4,18-25,2833.0,Aşağı Risk
23,30000,RENT,6.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.16,0,4,18-25,2500.0,Aşağı Risk
21,60000,RENT,3.0,EDUCATION,B,10000,12.18,0,0.17,0,2,18-25,5000.0,Aşağı Risk
23,80500,RENT,5.0,VENTURE,B,7200,9.25,0,0.09,0,3,18-25,6708.33,Aşağı Risk
25,58650,MORTGAGE,4.0,MEDICAL,D,20000,14.09,1,0.29,1,4,18-25,4887.5,Orta Risk
23,42000,OWN,7.0,EDUCATION,B,4400,11.89,0,0.1,0,4,18-25,3500.0,Aşağı Risk
22,23800,RENT,2.0,PERSONAL,A,8800,9.32,1,0.37,0,2,18-25,1983.33,Orta Risk
23,32400,RENT,4.0,MEDICAL,A,4500,7.49,0,0.14,0,3,18-25,2700.0,Aşağı Risk
24,60140,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.12,0,4,18-25,5011.67,Aşağı Risk
21,36000,RENT,3.0,MEDICAL,C,18500,10.91,1,0.51,0,2,18-25,3000.0,Yüksək Risk
23,50000,RENT,4.0,VENTURE,B,18225,10.74,1,0.36,0,3,18-25,4166.67,Orta Risk
26,130000,RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,1,4,26-35,10833.33,Aşağı Risk
21,35000,OWN,2.0,EDUCATION,A,11000,7.88,0,0.31,0,3,18-25,2916.67,Orta Risk
23,70000,MORTGAGE,4.0,PERSONAL,C,6000,13.16,0,0.09,1,4,18-25,5833.33,Aşağı Risk
25,33772,RENT,3.0,VENTURE,D,3600,16.02,1,0.11,1,3,18-25,2814.33,Aşağı Risk
21,65000,RENT,0.0,VENTURE,B,12000,11.71,0,0.18,0,3,18-25,5416.67,Aşağı Risk
25,55000,RENT,7.0,HOMEIMPROVEMENT,C,8500,14.22,0,0.15,1,3,18-25,4583.33,Aşağı Risk
22,43600,MORTGAGE,4.0,DEBTCONSOLIDATION,D,10000,14.96,1,0.23,0,2,18-25,3633.33,Orta Risk
22,50004,MORTGAGE,0.0,EDUCATION,E,11000,15.68,0,0.22,1,3,18-25,4167.0,Orta Risk
24,40000,RENT,6.0,EDUCATION,A,5000,6.17,0,0.13,0,2,18-25,3333.33,Aşağı Risk
25,23198,RENT,2.0,VENTURE,A,6000,8.0,0,0.26,0,2,18-25,1933.17,Orta Risk
22,48000,RENT,3.0,VENTURE,A,4000,10.99,0,0.08,0,3,18-25,4000.0,Aşağı Risk
23,84000,RENT,0.0,EDUCATION,A,12500,6.54,0,0.15,0,4,18-25,7000.0,Aşağı Risk
23,63000,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,0,3,18-25,5250.0,Orta Risk
22,57996,MORTGAGE,2.0,VENTURE,B,2500,12.53,0,0.04,0,4,18-25,4833.0,Aşağı Risk
24,75000,OWN,8.0,VENTURE,B,29800,10.99,0,0.4,0,3,18-25,6250.0,Orta Risk
20,188004,MORTGAGE,4.0,PERSONAL,A,2000,8.59,0,0.01,0,2,18-25,15667.0,Aşağı Risk
25,39000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,13.99,0,0.08,0,2,18-25,3250.0,Aşağı Risk
24,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7750,11.12,0,0.09,0,4,18-25,7083.33,Aşağı Risk
26,125000,MORTGAGE,10.0,PERSONAL,A,10200,7.49,0,0.08,0,2,26-35,10416.67,Aşağı Risk
24,54000,MORTGAGE,5.0,PERSONAL,A,11000,5.42,0,0.2,0,2,18-25,4500.0,Orta Risk
23,55000,RENT,0.0,DEBTCONSOLIDATION,C,10200,12.73,0,0.19,0,2,18-25,4583.33,Aşağı Risk
24,141000,OWN,8.0,EDUCATION,A,10000,7.49,0,0.07,0,2,18-25,11750.0,Aşağı Risk
22,35100,RENT,0.0,EDUCATION,C,1000,13.98,0,0.03,1,3,18-25,2925.0,Aşağı Risk
24,20400,RENT,3.0,DEBTCONSOLIDATION,C,7550,14.79,1,0.37,1,3,18-25,1700.0,Orta Risk
22,37000,MORTGAGE,6.0,VENTURE,B,7500,10.95,0,0.2,0,3,18-25,3083.33,Orta Risk
25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0,0.1,0,2,18-25,5583.33,Aşağı Risk
21,57000,OWN,5.0,VENTURE,B,8000,10.65,0,0.14,0,2,18-25,4750.0,Aşağı Risk
22,51000,RENT,6.0,EDUCATION,A,7500,5.99,0,0.15,0,3,18-25,4250.0,Aşağı Risk
23,140000,OWN,6.0,EDUCATION,C,16400,15.96,0,0.12,0,2,18-25,11666.67,Aşağı Risk
25,60000,MORTGAGE,5.0,VENTURE,D,3000,14.59,0,0.05,1,4,18-25,5000.0,Aşağı Risk
25,69900,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5050,5.42,0,0.07,0,3,18-25,5825.0,Aşağı Risk
25,48000,RENT,3.0,MEDICAL,C,9000,13.79,0,0.19,1,2,18-25,4000.0,Aşağı Risk
25,70000,RENT,2.0,HOMEIMPROVEMENT,C,7000,13.79,0,0.1,1,2,18-25,5833.33,Aşağı Risk
26,81000,RENT,10.0,VENTURE,E,21000,16.95,1,0.26,0,2,26-35,6750.0,Orta Risk
22,24000,RENT,0.0,PERSONAL,E,1500,18.79,1,0.06,1,4,18-25,2000.0,Aşağı Risk
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,6.03,0,0.18,0,3,18-25,7500.0,Aşağı Risk
25,42900,RENT,5.0,PERSONAL,A,12000,8.9,0,0.28,0,3,18-25,3575.0,Orta Risk
23,65000,MORTGAGE,4.0,EDUCATION,D,13600,15.62,0,0.21,0,3,18-25,5416.67,Orta Risk
24,62400,RENT,8.0,VENTURE,B,20000,11.12,1,0.32,0,2,18-25,5200.0,Orta Risk
23,45000,RENT,0.0,EDUCATION,C,1775,12.72,0,0.04,0,2,18-25,3750.0,Aşağı Risk
24,45000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9200,11.89,0,0.2,0,4,18-25,3750.0,Orta Risk
23,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,12.73,0,0.15,0,3,18-25,10850.67,Aşağı Risk
22,23587,RENT,4.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,0,2,18-25,1965.58,Aşağı Risk
22,69500,MORTGAGE,6.0,MEDICAL,C,6000,13.48,0,0.09,0,3,18-25,5791.67,Aşağı Risk
24,42200,RENT,5.0,MEDICAL,A,4450,9.32,0,0.11,0,4,18-25,3516.67,Aşağı Risk
25,45000,RENT,2.0,PERSONAL,C,11100,13.11,0,0.25,0,2,18-25,3750.0,Orta Risk
21,19968,RENT,4.0,EDUCATION,C,5000,10.99,1,0.25,0,2,18-25,1664.0,Orta Risk
24,42000,MORTGAGE,8.0,VENTURE,B,22250,11.11,0,0.53,0,2,18-25,3500.0,Yüksək Risk
21,12000,OWN,0.0,EDUCATION,C,4200,13.48,1,0.35,0,4,18-25,1000.0,Orta Risk
22,60000,MORTGAGE,1.0,PERSONAL,C,7500,11.66,0,0.13,0,4,18-25,5000.0,Aşağı Risk
26,80004,MORTGAGE,7.0,PERSONAL,C,7500,15.23,1,0.09,0,4,26-35,6667.0,Aşağı Risk
24,42000,MORTGAGE,5.0,PERSONAL,A,19200,7.9,0,0.46,0,4,18-25,3500.0,Yüksək Risk
24,105804,MORTGAGE,8.0,EDUCATION,A,15000,7.49,0,0.14,0,2,18-25,8817.0,Aşağı Risk
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4750,10.99,0,0.12,0,3,18-25,3333.33,Aşağı Risk
23,45000,RENT,2.0,PERSONAL,B,11200,10.59,0,0.25,0,4,18-25,3750.0,Orta Risk
24,52800,RENT,8.0,PERSONAL,A,9000,7.49,0,0.17,0,4,18-25,4400.0,Aşağı Risk
22,68000,MORTGAGE,6.0,EDUCATION,A,3500,6.39,0,0.05,0,4,18-25,5666.67,Aşağı Risk
26,58000,MORTGAGE,2.0,MEDICAL,A,3000,6.92,0,0.05,0,2,26-35,4833.33,Aşağı Risk
23,39600,MORTGAGE,8.0,MEDICAL,A,8250,9.32,0,0.21,0,3,18-25,3300.0,Orta Risk
22,40000,RENT,2.0,DEBTCONSOLIDATION,B,7000,11.99,0,0.17,0,3,18-25,3333.33,Aşağı Risk
24,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.11,0,3,18-25,6000.0,Aşağı Risk
24,72000,RENT,4.0,EDUCATION,B,15000,10.99,0,0.21,0,2,18-25,6000.0,Orta Risk
23,90000,MORTGAGE,6.0,EDUCATION,A,12000,10.99,0,0.13,0,3,18-25,7500.0,Aşağı Risk
24,51000,MORTGAGE,4.0,EDUCATION,A,8500,8.94,0,0.17,0,4,18-25,4250.0,Aşağı Risk
26,136000,RENT,2.0,HOMEIMPROVEMENT,C,12000,14.72,0,0.09,1,3,26-35,11333.33,Aşağı Risk
22,50000,RENT,6.0,EDUCATION,A,10000,7.88,0,0.2,0,4,18-25,4166.67,Orta Risk
23,60000,MORTGAGE,6.0,PERSONAL,A,7000,6.54,0,0.12,0,2,18-25,5000.0,Aşağı Risk
25,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,6.76,0,0.12,0,2,18-25,4166.67,Aşağı Risk
25,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,7000,12.73,0,0.19,0,4,18-25,3000.0,Aşağı Risk
22,47800,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0,0.03,1,4,18-25,3983.33,Aşağı Risk
25,61959,RENT,9.0,EDUCATION,C,25000,12.73,1,0.4,1,4,18-25,5163.25,Orta Risk
25,49000,RENT,2.0,EDUCATION,A,7750,9.63,0,0.16,0,2,18-25,4083.33,Aşağı Risk
24,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,12000,17.56,1,0.19,1,4,18-25,5333.33,Aşağı Risk
21,59000,MORTGAGE,5.0,EDUCATION,B,5000,9.99,1,0.08,0,3,18-25,4916.67,Aşağı Risk
